task,th,tr,tc,successor
1,608,100000,426,[]
2,524,1048,367,"[6, 7, 8]"
3,277,554,100000,[9]
4,422,100000,295,[]
5,243,100000,100000,[]
6,696,100000,487,"[10, 11, 12]"
7,496,100000,100000,[]
8,606,100000,100000,[13]
9,536,1072,100000,[]
10,319,638,223,[]
11,860,1720,602,[]
12,620,1240,100000,"[14, 15, 16]"
13,609,1218,100000,[]
14,582,100000,100000,[20]
15,492,100000,344,[]
16,657,100000,460,"[17, 18, 19]"
17,498,996,100000,[]
18,465,100000,100000,[]
19,483,100000,100000,[]
20,316,100000,100000,[]
