task,th,tr,tc,successor
1,402,804,281,[8]
2,506,1012,354,"[3, 4, 5, 6, 7]"
3,579,100000,405,[8]
4,284,568,100000,[8]
5,380,100000,100000,[8]
6,463,926,324,[8]
7,543,100000,100000,"[8, 9, 10, 11]"
8,647,100000,453,"[12, 13, 14, 15]"
9,457,914,100000,[]
10,374,100000,100000,[]
11,679,100000,100000,[]
12,359,718,251,[16]
13,563,1126,394,[]
14,614,1228,100000,[17]
15,549,100000,100000,[18]
16,477,100000,100000,[]
17,625,100000,100000,[19]
18,555,100000,388,"[19, 20]"
19,610,100000,100000,[]
20,629,100000,100000,[]
