task,th,tr,tc,successor
1,172,100000,100000,[6]
2,171,100000,100000,"[5, 6]"
3,156,312,100000,[15]
4,131,262,92,"[5, 7]"
5,70,100000,49,[10]
6,142,284,99,"[8, 9, 11]"
7,64,100000,45,"[8, 14]"
8,46,100000,100000,[13]
9,95,190,66,[]
10,488,976,100000,[14]
11,451,100000,100000,"[12, 17]"
12,180,100000,100000,"[14, 15]"
13,406,100000,284,"[15, 16]"
14,631,100000,100000,"[18, 19, 20]"
15,194,388,100000,[20]
16,261,522,183,[17]
17,113,100000,100000,[]
18,95,190,100000,[]
19,75,100000,100000,[]
20,207,100000,145,[]
