task,th,tr,tc,successor
1,126,100000,88,"[4, 5, 7]"
2,134,100000,94,"[4, 6, 7, 14]"
3,83,166,100000,[4]
4,34,100000,24,[]
5,195,100000,100000,"[8, 10, 11]"
6,98,196,100000,"[8, 9, 15]"
7,245,100000,100000,"[9, 16]"
8,135,100000,100000,[12]
9,168,100000,100000,"[13, 17]"
10,173,100000,121,"[12, 17]"
11,220,440,100000,"[12, 13, 14]"
12,149,298,100000,"[16, 20]"
13,265,100000,186,[18]
14,145,290,100000,"[15, 17]"
15,57,114,100000,"[18, 19, 20]"
16,153,306,107,[19]
17,300,100000,210,[18]
18,25,50,100000,[]
19,61,100000,43,[]
20,78,100000,100000,[]
