task,th,tr,tc,successor
1,437,100000,100000,"[2, 3, 4]"
2,639,100000,447,"[5, 7]"
3,630,100000,441,"[6, 7]"
4,524,1048,100000,"[5, 6, 7]"
5,555,1110,100000,[8]
6,429,858,300,[8]
7,579,1158,100000,[8]
8,671,1342,470,"[9, 10]"
9,428,100000,300,"[11, 12, 13, 14]"
10,609,100000,100000,"[11, 13]"
11,526,100000,100000,"[15, 16]"
12,364,100000,100000,[]
13,382,100000,100000,[]
14,448,100000,314,"[15, 16]"
15,634,1268,444,"[17, 18]"
16,504,1008,100000,"[17, 18]"
17,254,100000,178,"[19, 20]"
18,425,850,100000,[]
19,606,100000,100000,[]
20,530,100000,100000,[]
