task,th,tr,tc,successor
1,422,100000,295,"[4, 5, 15]"
2,534,100000,374,[7]
3,615,100000,430,[6]
4,440,100000,100000,[]
5,509,1018,100000,"[13, 19]"
6,447,894,313,"[10, 11, 13]"
7,514,100000,100000,"[8, 9, 11]"
8,401,100000,281,"[12, 13]"
9,529,1058,100000,"[12, 13]"
10,247,100000,100000,[12]
11,495,990,346,[]
12,284,568,100000,"[14, 15, 16]"
13,587,1174,100000,[]
14,496,100000,100000,"[17, 19]"
15,616,100000,431,"[17, 18]"
16,483,966,338,[20]
17,420,100000,100000,[]
18,265,530,100000,[]
19,437,100000,100000,[]
20,411,100000,100000,[]
