task,th,tr,tc,successor
1,140,100000,98,[7]
2,450,100000,315,"[6, 8]"
3,153,306,100000,"[16, 19, 20]"
4,243,100000,100000,"[7, 13]"
5,131,100000,100000,"[11, 18]"
6,73,100000,100000,[14]
7,460,100000,100000,[10]
8,479,958,335,"[9, 11]"
9,343,686,240,"[12, 13]"
10,513,100000,359,[12]
11,253,506,177,[15]
12,181,100000,100000,"[14, 15, 16]"
13,116,100000,100000,[15]
14,126,100000,100000,"[18, 19, 20]"
15,422,844,295,[17]
16,416,832,100000,[]
17,70,100000,100000,[]
18,521,100000,100000,[]
19,190,380,133,[]
20,451,902,100000,[]
