task,th,tr,tc,successor
1,594,1188,100000,"[4, 6]"
2,331,662,100000,"[5, 6]"
3,377,754,264,"[5, 6]"
4,350,700,100000,[7]
5,467,100000,100000,"[8, 9]"
6,370,740,259,[9]
7,465,100000,100000,[12]
8,515,100000,360,[11]
9,424,848,100000,"[10, 12, 13, 14]"
10,342,684,239,[16]
11,485,970,340,[15]
12,568,100000,100000,"[17, 18, 20]"
13,463,100000,324,"[17, 18]"
14,494,100000,100000,[]
15,573,100000,401,[19]
16,509,100000,100000,[20]
17,352,100000,100000,[]
18,245,100000,172,[]
19,377,100000,100000,[]
20,536,100000,100000,[]
