task,th,tr,tc,successor
1,67,100000,100000,[7]
2,85,170,59,"[5, 6]"
3,146,100000,102,[6]
4,73,146,51,[]
5,56,112,39,"[8, 10]"
6,67,134,100000,"[9, 10, 11]"
7,194,100000,100000,"[8, 11]"
8,113,226,79,[12]
9,249,100000,100000,[]
10,79,100000,55,"[13, 14]"
11,67,134,100000,"[13, 14, 15, 16]"
12,266,100000,100000,"[15, 16, 17]"
13,261,100000,100000,[]
14,65,100000,100000,[20]
15,235,470,100000,[]
16,182,100000,100000,"[18, 19, 20]"
17,103,100000,100000,[]
18,100,100000,100000,[]
19,345,100000,241,[]
20,123,246,86,[]
