task,th,tr,tc,successor
1,128,100000,100000,[10]
2,339,678,100000,[10]
3,428,100000,100000,[10]
4,484,100000,100000,"[5, 6, 7, 8, 9]"
5,290,100000,100000,[10]
6,226,452,158,"[10, 11]"
7,233,100000,100000,"[18, 20]"
8,83,100000,58,[]
9,290,100000,100000,[17]
10,341,682,239,"[12, 13, 14, 15, 16]"
11,558,1116,100000,[]
12,255,100000,178,[17]
13,561,100000,100000,[17]
14,118,236,83,"[17, 18]"
15,74,148,52,[]
16,46,100000,32,"[18, 19]"
17,127,100000,100000,"[19, 20]"
18,509,1018,100000,[]
19,143,286,100000,[]
20,252,100000,176,[]
