task,th,tr,tc,successor
1,260,100000,100000,[4]
2,482,100000,100000,"[5, 6]"
3,250,100000,175,"[5, 6]"
4,119,238,100000,[7]
5,324,648,100000,"[8, 9]"
6,357,100000,100000,"[8, 9]"
7,292,584,100000,[11]
8,323,100000,226,"[10, 12, 13, 16]"
9,119,100000,83,"[13, 16]"
10,179,358,125,[14]
11,166,332,116,[16]
12,62,124,100000,[15]
13,298,596,209,"[17, 19]"
14,311,100000,100000,[18]
15,539,100000,100000,[18]
16,188,100000,100000,[19]
17,113,100000,100000,"[18, 20]"
18,168,336,118,[]
19,334,100000,100000,[]
20,142,100000,99,[]
