task,th,tr,tc,successor
1,539,100000,100000,[3]
2,373,746,100000,"[3, 4, 5]"
3,624,1248,100000,[6]
4,409,100000,100000,[6]
5,581,100000,407,[6]
6,446,100000,100000,"[7, 8]"
7,479,100000,335,"[9, 10, 11]"
8,448,100000,314,"[9, 13]"
9,346,100000,242,[12]
10,493,986,345,[12]
11,405,810,100000,[13]
12,391,782,100000,"[14, 15]"
13,517,100000,362,"[15, 17]"
14,469,938,100000,"[16, 17]"
15,566,1132,100000,[20]
16,542,1084,100000,"[18, 20]"
17,254,100000,178,"[18, 19]"
18,366,100000,100000,[]
19,486,100000,100000,[]
20,407,100000,285,[]
