task,th,tr,tc,successor
1,207,100000,100000,"[3, 5, 6, 9]"
2,119,100000,100000,"[4, 5, 6]"
3,21,100000,15,[14]
4,56,112,39,"[7, 9]"
5,107,214,100000,[8]
6,239,100000,100000,[]
7,148,100000,100000,[16]
8,337,100000,236,"[10, 11, 12]"
9,172,344,120,"[11, 15, 18]"
10,153,306,107,[15]
11,132,100000,100000,[13]
12,181,362,127,[14]
13,70,100000,49,"[16, 17]"
14,98,100000,100000,"[16, 17, 18, 19]"
15,170,340,100000,[20]
16,199,100000,100000,[]
17,87,100000,100000,[]
18,79,100000,55,[]
19,229,458,100000,[]
20,179,358,100000,[]
