task,th,tr,tc,successor
1,158,100000,111,"[6, 7]"
2,119,100000,100000,[4]
3,36,100000,100000,[4]
4,390,780,100000,"[5, 6, 7]"
5,24,100000,100000,[8]
6,221,100000,155,[8]
7,31,62,100000,"[8, 9]"
8,233,100000,100000,"[11, 12]"
9,113,100000,79,"[10, 11]"
10,97,194,100000,"[16, 18]"
11,320,640,224,[14]
12,25,100000,18,"[13, 14]"
13,587,100000,100000,[15]
14,516,1032,100000,"[15, 16]"
15,433,100000,303,[18]
16,52,100000,100000,"[17, 20]"
17,265,530,186,[]
18,27,100000,100000,"[19, 20]"
19,23,46,100000,[]
20,165,330,115,[]
