task,th,tr,tc,successor
1,102,204,71,[10]
2,292,584,100000,[10]
3,558,100000,391,"[5, 6]"
4,322,100000,100000,[5]
5,30,100000,100000,"[7, 9]"
6,635,100000,444,"[8, 13]"
7,119,100000,100000,[10]
8,139,100000,100000,[10]
9,159,318,100000,"[11, 12, 13]"
10,428,100000,300,"[14, 15, 16, 17]"
11,227,454,100000,[]
12,121,242,85,[]
13,257,514,180,[]
14,234,468,100000,"[19, 20]"
15,124,248,100000,[19]
16,549,100000,100000,[]
17,253,100000,177,[18]
18,149,100000,100000,[]
19,73,100000,100000,[]
20,117,100000,82,[]
