task,th,tr,tc,successor
1,323,100000,226,[8]
2,32,100000,100000,[7]
3,103,100000,100000,"[5, 6]"
4,105,100000,100000,"[6, 12, 19]"
5,108,100000,100000,"[9, 10]"
6,98,100000,100000,[8]
7,57,114,100000,"[15, 16, 17]"
8,152,304,100000,"[11, 13]"
9,97,194,68,"[11, 12, 13]"
10,116,100000,100000,"[12, 14]"
11,50,100,100000,[17]
12,206,412,144,[16]
13,30,60,21,[16]
14,168,336,100000,"[15, 17]"
15,284,100000,199,"[19, 20]"
16,213,426,100000,[18]
17,207,100000,145,[18]
18,144,100000,101,[]
19,237,100000,166,[]
20,133,100000,100000,[]
