task,th,tr,tc,successor
1,518,1036,100000,[]
2,476,100000,333,[]
3,292,584,100000,"[5, 7, 8]"
4,612,1224,428,"[6, 9]"
5,438,876,100000,[]
6,552,100000,386,[10]
7,648,1296,100000,[11]
8,357,100000,250,[]
9,552,100000,100000,[]
10,665,1330,100000,"[12, 13, 14]"
11,454,100000,318,"[15, 16]"
12,536,100000,100000,[]
13,484,100000,100000,[]
14,583,1166,100000,[]
15,568,100000,100000,"[17, 18, 19]"
16,666,1332,466,[20]
17,246,100000,172,[]
18,343,100000,100000,[]
19,383,100000,100000,[]
20,752,100000,526,[]
