task,th,tr,tc,successor
1,539,100000,377,[5]
2,276,552,100000,[10]
3,468,936,100000,[5]
4,534,100000,374,[6]
5,231,462,162,"[6, 7]"
6,534,1068,100000,"[8, 9]"
7,655,100000,458,"[8, 9]"
8,502,100000,100000,[10]
9,410,100000,287,[10]
10,624,1248,100000,"[11, 12]"
11,776,100000,543,"[14, 15]"
12,384,100000,100000,"[13, 14]"
13,428,856,100000,"[15, 17]"
14,497,100000,100000,[16]
15,342,100000,100000,"[18, 20]"
16,551,1102,386,[19]
17,652,100000,100000,[]
18,261,100000,100000,[]
19,550,100000,385,[]
20,505,1010,100000,[]
