task,th,tr,tc,successor
1,568,1136,100000,"[7, 8]"
2,407,100000,100000,"[3, 4]"
3,345,100000,100000,"[5, 6]"
4,382,100000,100000,"[5, 6]"
5,594,1188,416,"[7, 8]"
6,551,100000,100000,"[7, 8]"
7,733,100000,100000,"[9, 10]"
8,412,100000,100000,"[9, 10]"
9,672,1344,100000,"[11, 13]"
10,339,100000,237,"[11, 12]"
11,595,1190,416,[15]
12,679,1358,475,[15]
13,479,100000,335,[14]
14,517,1034,100000,[]
15,644,1288,100000,"[16, 17, 18]"
16,460,100000,322,[]
17,669,100000,468,[20]
18,592,100000,100000,"[19, 20]"
19,300,100000,210,[]
20,594,1188,100000,[]
