task,th,tr,tc,successor
1,209,418,100000,[7]
2,57,100000,100000,[7]
3,204,408,100000,"[4, 5, 6]"
4,119,238,83,[7]
5,180,360,100000,[7]
6,82,100000,57,"[8, 9, 10, 16, 18]"
7,174,100000,100000,"[11, 12, 13, 14]"
8,64,100000,100000,"[15, 19]"
9,116,232,100000,[17]
10,206,412,100000,[17]
11,83,100000,58,[17]
12,73,146,100000,"[16, 18]"
13,162,100000,100000,[]
14,58,116,41,[19]
15,161,100000,100000,[]
16,319,100000,223,[20]
17,87,100000,100000,"[19, 20]"
18,148,100000,104,[19]
19,56,100000,39,[]
20,169,100000,118,[]
