task,th,tr,tc,successor
1,488,100000,342,"[4, 5, 6, 7]"
2,485,970,100000,"[3, 5]"
3,397,100000,100000,[8]
4,490,100000,100000,"[9, 11]"
5,403,806,100000,[10]
6,393,100000,275,"[8, 9]"
7,602,100000,421,"[10, 12]"
8,460,100000,100000,"[12, 14, 15]"
9,366,732,100000,[19]
10,382,100000,267,"[11, 13, 14]"
11,596,1192,417,"[16, 19]"
12,918,100000,100000,"[16, 18]"
13,665,100000,100000,[15]
14,644,1288,100000,"[17, 19]"
15,496,992,100000,[19]
16,509,100000,100000,[]
17,503,1006,100000,[20]
18,513,1026,359,[]
19,388,100000,272,[]
20,519,100000,363,[]
