task,th,tr,tc,successor
1,368,100000,100000,[8]
2,408,100000,100000,[4]
3,503,100000,100000,"[5, 6, 7]"
4,586,1172,100000,[8]
5,554,1108,388,[8]
6,679,100000,100000,[8]
7,660,100000,462,"[9, 10, 19]"
8,565,1130,100000,"[11, 12, 13, 14, 15]"
9,590,1180,100000,[]
10,523,1046,100000,[]
11,684,100000,100000,[16]
12,494,100000,346,[]
13,504,100000,353,[]
14,510,100000,100000,[]
15,545,1090,382,[19]
16,545,100000,382,"[17, 18, 19, 20]"
17,404,100000,283,[]
18,564,100000,100000,[]
19,417,834,100000,[]
20,569,1138,398,[]
