task,th,tr,tc,successor
1,439,878,307,"[4, 5]"
2,373,100000,261,"[4, 5]"
3,130,100000,100000,"[4, 5]"
4,136,100000,100000,"[6, 7, 8]"
5,348,696,100000,"[6, 7, 8]"
6,144,288,101,[9]
7,494,100000,100000,[9]
8,219,100000,100000,"[15, 16, 17]"
9,201,402,100000,"[10, 11]"
10,386,100000,100000,"[12, 13]"
11,167,100000,100000,"[12, 14]"
12,208,100000,100000,"[15, 16, 17]"
13,53,106,100000,[16]
14,529,100000,370,"[15, 19]"
15,213,426,100000,[]
16,153,100000,107,[]
17,325,100000,227,[18]
18,76,152,53,"[19, 20]"
19,42,84,100000,[]
20,91,100000,64,[]
