task,th,tr,tc,successor
1,518,100000,100000,"[5, 7, 8]"
2,483,966,338,"[5, 6, 7, 8]"
3,449,100000,100000,"[5, 6, 7, 8]"
4,622,100000,100000,"[5, 6, 7, 8]"
5,439,100000,100000,"[9, 10, 11, 12]"
6,451,100000,100000,"[11, 12]"
7,504,1008,353,"[11, 12]"
8,324,648,227,"[11, 12]"
9,448,896,100000,[13]
10,546,100000,382,[14]
11,520,100000,100000,"[15, 16]"
12,419,100000,293,"[15, 16]"
13,622,1244,100000,[17]
14,353,706,100000,[18]
15,346,100000,100000,[]
16,517,100000,362,[]
17,676,100000,100000,[19]
18,699,1398,489,[20]
19,446,892,312,[]
20,607,100000,100000,[]
