task,th,tr,tc,successor
1,162,100000,100000,"[2, 3, 4, 5]"
2,571,1142,400,"[6, 8]"
3,51,102,100000,"[6, 11, 14, 16]"
4,438,100000,100000,"[12, 13]"
5,417,834,292,"[7, 9]"
6,149,298,104,[13]
7,125,100000,100000,[13]
8,233,466,163,[12]
9,432,100000,100000,"[10, 11]"
10,116,100000,100000,[13]
11,450,900,100000,[13]
12,101,100000,71,"[14, 15, 16]"
13,48,96,34,"[17, 18, 19, 20]"
14,248,100000,100000,[]
15,176,352,123,[]
16,180,100000,126,[]
17,153,100000,100000,[]
18,476,100000,100000,[]
19,494,100000,100000,[]
20,257,100000,100000,[]
