task,th,tr,tc,successor
1,623,100000,100000,[4]
2,431,100000,302,"[4, 5]"
3,456,912,100000,[4]
4,537,1074,100000,[6]
5,442,884,309,[6]
6,587,1174,100000,"[7, 8, 9]"
7,557,1114,100000,"[10, 11]"
8,364,100000,100000,"[10, 11]"
9,500,100000,100000,"[10, 11]"
10,542,100000,379,"[12, 14]"
11,488,100000,100000,"[12, 13]"
12,550,100000,100000,[16]
13,519,100000,100000,[]
14,496,992,347,[15]
15,446,892,100000,"[17, 18]"
16,642,100000,449,[20]
17,700,100000,100000,[20]
18,393,786,275,[19]
19,542,100000,379,[]
20,362,100000,253,[]
