task,th,tr,tc,successor
1,662,100000,100000,[10]
2,495,100000,100000,"[7, 11]"
3,438,876,100000,"[5, 6]"
4,466,100000,326,[11]
5,458,916,100000,"[9, 11]"
6,358,100000,100000,"[8, 9, 10]"
7,650,100000,100000,[8]
8,307,100000,215,[18]
9,418,100000,100000,[14]
10,624,100000,437,"[12, 13]"
11,409,100000,100000,[15]
12,470,940,100000,[15]
13,629,1258,100000,[14]
14,494,988,346,"[16, 18, 19, 20]"
15,642,1284,449,"[17, 18, 20]"
16,411,100000,100000,[]
17,459,100000,100000,[]
18,549,1098,384,[]
19,421,842,295,[]
20,362,100000,253,[]
