task,th,tr,tc,successor
1,353,100000,100000,"[3, 4]"
2,683,1366,478,"[3, 4]"
3,528,1056,100000,"[5, 6, 7]"
4,490,980,100000,[7]
5,402,804,281,[9]
6,548,100000,384,[10]
7,466,100000,326,"[8, 11, 12, 13]"
8,580,1160,100000,[14]
9,423,100000,100000,[15]
10,598,100000,100000,[16]
11,480,100000,336,"[16, 17]"
12,607,100000,100000,[17]
13,502,1004,100000,[17]
14,539,100000,100000,[19]
15,666,100000,100000,[18]
16,294,100000,206,[]
17,499,998,100000,"[19, 20]"
18,633,100000,443,[]
19,572,1144,400,[]
20,308,100000,100000,[]
