task,th,tr,tc,successor
1,50,100000,100000,"[3, 4, 5, 6]"
2,245,100000,172,"[3, 5, 6]"
3,22,44,15,"[7, 9]"
4,414,100000,290,[14]
5,261,100000,100000,[14]
6,143,100000,100,"[8, 11, 13, 16, 17]"
7,248,100000,100000,"[10, 11, 12, 14]"
8,141,282,100000,[]
9,125,100000,88,"[10, 11, 13]"
10,111,100000,100000,[19]
11,509,1018,100000,[15]
12,460,100000,100000,"[16, 17, 19]"
13,99,100000,100000,[18]
14,506,1012,100000,[17]
15,429,100000,300,"[19, 20]"
16,282,100000,197,[]
17,71,142,100000,[20]
18,178,356,100000,[19]
19,441,882,309,[]
20,599,1198,100000,[]
