task,th,tr,tc,successor
1,473,946,100000,"[4, 5]"
2,318,636,100000,"[4, 5]"
3,332,100000,232,"[4, 5]"
4,684,100000,479,"[6, 7, 8]"
5,570,100000,399,"[6, 7, 8]"
6,533,1066,100000,"[9, 10, 11]"
7,477,100000,100000,"[9, 10, 11]"
8,679,100000,475,"[9, 15]"
9,537,100000,100000,"[14, 18]"
10,380,760,266,[12]
11,603,1206,100000,[17]
12,689,1378,100000,"[13, 14]"
13,469,100000,100000,[15]
14,554,100000,100000,[16]
15,509,1018,356,[18]
16,761,100000,100000,[17]
17,620,1240,100000,"[19, 20]"
18,412,100000,100000,[20]
19,571,100000,400,[]
20,527,100000,369,[]
