task,th,tr,tc,successor
1,335,100000,234,[5]
2,386,100000,270,[6]
3,635,100000,100000,[7]
4,524,100000,367,[7]
5,522,100000,100000,[8]
6,614,1228,430,[9]
7,493,986,100000,"[9, 10, 11]"
8,671,100000,470,[12]
9,549,1098,100000,[14]
10,418,100000,100000,"[13, 14]"
11,513,100000,100000,[14]
12,280,100000,100000,[16]
13,339,678,237,[15]
14,457,914,100000,"[16, 17, 18]"
15,429,100000,300,[19]
16,642,1284,449,[19]
17,390,100000,100000,[20]
18,548,100000,100000,"[19, 20]"
19,583,1166,100000,[]
20,589,1178,100000,[]
