task,th,tr,tc,successor
1,246,492,100000,"[5, 17, 19]"
2,489,100000,100000,[8]
3,212,100000,100000,"[5, 7]"
4,66,132,46,[6]
5,221,100000,155,[18]
6,328,656,230,"[9, 10]"
7,67,100000,100000,[18]
8,52,100000,100000,[10]
9,101,202,71,"[11, 12, 13, 14]"
10,214,428,100000,"[11, 12, 13]"
11,202,100000,100000,"[15, 16, 17]"
12,86,172,60,[15]
13,334,100000,234,"[15, 16, 17]"
14,293,100000,100000,[16]
15,498,996,349,[20]
16,195,100000,100000,[19]
17,291,100000,100000,"[18, 20]"
18,141,100000,99,[]
19,137,100000,100000,[]
20,66,132,100000,[]
