task,th,tr,tc,successor
1,165,330,100000,"[4, 5, 6]"
2,111,222,100000,[5]
3,253,100000,177,"[5, 6]"
4,387,774,271,[7]
5,503,100000,100000,"[8, 9, 18]"
6,62,100000,100000,"[10, 17]"
7,198,100000,100000,[12]
8,43,100000,30,[13]
9,387,100000,271,[14]
10,74,100000,100000,"[11, 15]"
11,339,100000,100000,[16]
12,191,382,134,[17]
13,130,100000,91,[17]
14,96,100000,67,[17]
15,110,100000,77,[18]
16,135,270,100000,[19]
17,165,100000,100000,"[19, 20]"
18,311,622,100000,[19]
19,297,594,100000,[]
20,515,1030,100000,[]
