task,th,tr,tc,successor
1,415,100000,100000,[6]
2,574,1148,402,"[4, 5]"
3,666,100000,466,"[13, 17]"
4,224,448,100000,[7]
5,390,100000,100000,"[7, 8]"
6,646,100000,452,"[9, 10]"
7,593,100000,415,[12]
8,602,1204,100000,[11]
9,504,1008,100000,"[14, 15, 19]"
10,624,1248,437,[12]
11,417,834,100000,"[14, 15, 17]"
12,368,100000,258,"[13, 16, 17]"
13,384,100000,100000,[18]
14,266,532,100000,[20]
15,301,100000,211,[]
16,304,100000,100000,[]
17,566,100000,100000,[19]
18,336,672,235,[]
19,544,100000,100000,[]
20,406,100000,100000,[]
