task,th,tr,tc,successor
1,159,318,111,[8]
2,112,100000,78,[8]
3,131,100000,100000,[8]
4,119,238,100000,"[5, 6, 7]"
5,112,100000,100000,[8]
6,160,100000,100000,"[9, 10]"
7,165,100000,115,[16]
8,225,450,158,"[11, 12, 13, 14, 15]"
9,83,100000,100000,"[16, 17]"
10,40,80,28,"[16, 17]"
11,92,100000,100000,[]
12,203,406,100000,[16]
13,101,100000,100000,[17]
14,175,100000,122,[19]
15,211,422,148,[]
16,211,100000,100000,[]
17,155,310,108,"[18, 19, 20]"
18,120,100000,100000,[]
19,162,324,100000,[]
20,196,100000,100000,[]
