task,th,tr,tc,successor
1,154,100000,100000,[20]
2,140,280,98,"[4, 5, 6]"
3,117,234,100000,"[4, 5, 6]"
4,162,100000,113,"[7, 8]"
5,120,100000,84,"[7, 8]"
6,224,100000,157,"[7, 8]"
7,109,100000,76,[9]
8,71,142,100000,[9]
9,232,100000,100000,"[10, 11, 12]"
10,143,100000,100,"[13, 14]"
11,257,514,180,"[13, 14]"
12,112,224,100000,"[13, 14]"
13,182,364,127,"[19, 20]"
14,111,222,100000,[15]
15,36,100000,100000,"[16, 17]"
16,116,100000,100000,"[18, 19, 20]"
17,72,100000,100000,"[18, 19, 20]"
18,226,100000,100000,[]
19,322,644,100000,[]
20,27,100000,100000,[]
