task,th,tr,tc,successor
1,127,100000,100000,"[4, 5, 6, 7]"
2,98,100000,69,"[6, 7]"
3,45,100000,31,"[6, 7]"
4,145,290,100000,[8]
5,212,100000,100000,[10]
6,95,190,66,"[9, 11]"
7,210,100000,100000,[11]
8,132,264,92,[14]
9,270,100000,189,[12]
10,159,100000,100000,[13]
11,123,246,100000,"[14, 15]"
12,212,424,100000,[17]
13,142,100000,99,[16]
14,95,100000,66,"[17, 18, 19]"
15,218,436,100000,"[18, 19]"
16,32,64,100000,[19]
17,49,98,100000,[20]
18,243,100000,170,[20]
19,160,100000,100000,[]
20,170,100000,100000,[]
