task,th,tr,tc,successor
1,32,100000,100000,"[4, 5]"
2,164,328,100000,[]
3,266,532,100000,[4]
4,155,100000,100000,"[6, 13]"
5,72,144,50,"[6, 7, 8, 9, 10]"
6,184,368,129,[14]
7,22,100000,15,[14]
8,105,100000,100000,"[12, 13]"
9,245,100000,172,"[11, 13]"
10,29,100000,100000,[]
11,73,100000,100000,[14]
12,113,226,79,[14]
13,85,100000,100000,"[15, 16]"
14,214,100000,150,"[17, 18, 19, 20]"
15,189,378,132,[]
16,283,100000,100000,[]
17,172,344,120,[]
18,213,100000,100000,[]
19,164,328,100000,[]
20,106,100000,100000,[]
