task,th,tr,tc,successor
1,799,100000,100000,[9]
2,418,836,100000,[7]
3,672,1344,100000,[10]
4,482,100000,100000,"[8, 15, 20]"
5,439,878,307,"[6, 7]"
6,592,100000,414,"[9, 10, 11]"
7,635,100000,444,[9]
8,438,100000,307,[]
9,546,1092,100000,"[12, 13]"
10,529,100000,100000,[12]
11,483,100000,100000,"[14, 15]"
12,673,1346,100000,"[16, 17]"
13,464,100000,325,[15]
14,473,100000,100000,"[16, 17]"
15,482,964,100000,[]
16,541,100000,100000,"[18, 19]"
17,588,1176,100000,[20]
18,424,848,297,[]
19,439,100000,307,[]
20,583,100000,408,[]
