task,th,tr,tc,successor
1,287,100000,100000,"[5, 6]"
2,288,576,202,[20]
3,402,804,281,[5]
4,527,100000,100000,[18]
5,566,100000,100000,"[7, 8, 10]"
6,344,100000,100000,"[9, 13]"
7,520,1040,100000,"[12, 13]"
8,581,100000,100000,"[11, 14]"
9,449,100000,100000,"[11, 12, 14, 17]"
10,501,1002,351,[11]
11,507,1014,100000,"[15, 16]"
12,842,1684,589,[20]
13,536,100000,100000,"[15, 17]"
14,361,100000,253,"[16, 18]"
15,658,1316,100000,[]
16,506,100000,354,"[19, 20]"
17,468,100000,100000,[]
18,597,100000,418,[]
19,543,100000,380,[]
20,546,1092,100000,[]
