task,th,tr,tc,successor
1,176,100000,123,"[4, 8]"
2,76,100000,53,"[5, 6, 7]"
3,181,100000,100000,"[8, 16]"
4,275,550,100000,[15]
5,47,100000,100000,"[8, 9, 10]"
6,78,100000,55,[16]
7,135,100000,100000,"[12, 13, 14]"
8,158,100000,100000,"[11, 15]"
9,228,100000,160,[15]
10,64,100000,45,"[11, 12]"
11,127,254,100000,"[13, 14, 19]"
12,300,600,100000,"[15, 16, 17]"
13,32,64,22,[18]
14,251,502,100000,[]
15,68,100000,100000,"[18, 20]"
16,189,378,100000,[19]
17,113,226,100000,[]
18,143,286,100000,[]
19,45,100000,31,[]
20,114,100000,80,[]
