task,th,tr,tc,successor
1,351,702,246,"[11, 16]"
2,360,720,252,"[6, 11]"
3,618,1236,100000,"[5, 6, 7]"
4,373,100000,100000,"[7, 8]"
5,284,100000,199,[10]
6,600,100000,420,[9]
7,562,1124,100000,"[10, 12]"
8,591,1182,100000,[19]
9,293,586,100000,"[12, 13]"
10,291,100000,204,"[11, 16]"
11,579,100000,100000,"[14, 19]"
12,486,100000,340,"[16, 18]"
13,593,100000,100000,"[14, 15, 16]"
14,438,100000,100000,[18]
15,413,826,100000,"[17, 19, 20]"
16,401,100000,100000,[]
17,296,100000,207,[]
18,467,934,100000,[]
19,392,100000,274,[]
20,542,100000,100000,[]
