task,th,tr,tc,successor
1,75,100000,100000,"[4, 10, 12]"
2,198,100000,139,"[5, 6]"
3,351,702,100000,"[5, 6]"
4,223,446,156,[7]
5,151,100000,106,"[8, 9, 11]"
6,202,404,100000,"[8, 9, 10, 11]"
7,228,100000,160,[11]
8,50,100000,100000,[12]
9,147,294,100000,"[13, 14]"
10,80,160,100000,"[13, 14]"
11,171,100000,120,"[15, 17]"
12,235,470,164,[16]
13,61,100000,100000,[]
14,23,46,100000,[]
15,82,164,100000,[18]
16,107,100000,100000,[19]
17,70,100000,100000,[20]
18,109,100000,100000,[]
19,193,100000,135,[]
20,116,100000,81,[]
