task,th,tr,tc,successor
1,141,100000,100000,[5]
2,118,100000,100000,[7]
3,136,272,95,"[6, 10]"
4,117,100000,100000,"[8, 9, 10]"
5,140,280,100000,[13]
6,194,388,136,[11]
7,110,100000,100000,[12]
8,69,100000,100000,[18]
9,80,100000,100000,[15]
10,219,100000,100000,[13]
11,155,100000,108,[15]
12,168,100000,118,[15]
13,60,120,42,"[14, 15]"
14,185,370,100000,[16]
15,218,100000,100000,"[17, 18, 19]"
16,192,384,100000,[20]
17,148,100000,104,[20]
18,102,204,100000,[20]
19,214,100000,150,[20]
20,140,280,98,[]
