task,th,tr,tc,successor
1,229,458,160,[6]
2,93,186,65,[11]
3,279,558,100000,"[5, 10, 11]"
4,473,100000,100000,[6]
5,233,466,100000,"[7, 8, 9]"
6,218,100000,100000,"[10, 11]"
7,116,100000,81,"[13, 14, 17]"
8,110,100000,100000,[12]
9,113,100000,79,[]
10,460,100000,322,[]
11,77,100000,54,"[13, 14, 15]"
12,201,100000,100000,[17]
13,141,282,100000,[]
14,39,100000,100000,"[18, 20]"
15,268,100000,188,"[16, 17]"
16,46,100000,100000,[]
17,123,246,86,"[18, 19, 20]"
18,289,100000,100000,[]
19,180,360,100000,[]
20,81,162,100000,[]
