task,th,tr,tc,successor
1,676,100000,100000,[5]
2,683,100000,100000,"[4, 6]"
3,575,1150,402,[6]
4,518,1036,100000,[8]
5,546,1092,100000,[9]
6,406,812,284,"[7, 10, 11]"
7,447,894,313,[12]
8,464,100000,100000,[14]
9,481,100000,337,[14]
10,639,1278,100000,[13]
11,473,100000,100000,"[14, 15]"
12,362,100000,100000,[16]
13,618,1236,433,[17]
14,483,100000,100000,"[17, 18]"
15,448,100000,100000,[18]
16,602,1204,421,[19]
17,482,100000,337,"[19, 20]"
18,613,100000,100000,[]
19,395,100000,100000,[]
20,766,100000,536,[]
