task,th,tr,tc,successor
1,485,100000,100000,[5]
2,711,1422,100000,"[3, 4]"
3,661,1322,100000,"[7, 8, 9]"
4,391,782,274,"[6, 15, 20]"
5,427,100000,100000,[8]
6,560,100000,392,"[11, 12]"
7,205,410,100000,"[10, 18]"
8,564,100000,100000,"[10, 12]"
9,503,100000,100000,"[10, 13]"
10,496,100000,347,[14]
11,411,100000,100000,[]
12,586,100000,410,"[16, 17]"
13,510,1020,100000,[15]
14,112,100000,78,"[17, 19, 20]"
15,456,912,319,[]
16,472,944,100000,[18]
17,259,100000,100000,[]
18,426,100000,100000,[]
19,471,100000,330,[]
20,510,1020,357,[]
