task,th,tr,tc,successor
1,88,100000,62,"[5, 14]"
2,55,100000,100000,"[6, 7]"
3,69,138,48,[4]
4,186,372,100000,"[13, 14]"
5,80,100000,100000,"[9, 10]"
6,210,420,147,"[8, 10]"
7,352,704,246,"[10, 11, 12]"
8,258,100000,100000,[12]
9,102,100000,100000,[20]
10,96,100000,67,[13]
11,141,282,99,[14]
12,136,100000,95,[17]
13,183,100000,100000,"[15, 16, 17, 18]"
14,162,324,100000,[17]
15,97,100000,100000,[]
16,86,172,60,[]
17,24,100000,100000,[20]
18,201,100000,100000,"[19, 20]"
19,108,100000,100000,[]
20,179,358,100000,[]
