task,th,tr,tc,successor
1,383,100000,100000,[4]
2,567,1134,100000,[5]
3,379,100000,265,"[8, 9]"
4,236,100000,165,"[6, 7]"
5,420,840,100000,"[6, 7]"
6,470,100000,329,"[8, 9, 10]"
7,512,100000,358,"[8, 9]"
8,497,100000,100000,"[11, 12, 13]"
9,619,1238,100000,"[11, 12, 13]"
10,630,1260,441,"[11, 12, 15]"
11,388,776,100000,[16]
12,580,1160,100000,[18]
13,488,100000,342,[14]
14,514,1028,100000,"[15, 16, 17]"
15,662,100000,100000,[]
16,387,100000,100000,[18]
17,561,100000,393,[19]
18,555,100000,100000,"[19, 20]"
19,534,100000,100000,[]
20,577,1154,404,[]
