task,th,tr,tc,successor
1,628,1256,100000,[15]
2,422,844,295,[8]
3,458,100000,100000,[7]
4,412,100000,288,[]
5,749,1498,100000,[]
6,539,100000,377,[]
7,527,100000,369,"[9, 10, 11, 12, 13, 14]"
8,356,100000,100000,[]
9,207,414,145,[15]
10,457,100000,320,[15]
11,522,1044,100000,[15]
12,457,914,100000,[]
13,572,1144,100000,[16]
14,120,100000,100000,[]
15,419,100000,100000,"[17, 18, 19, 20]"
16,496,100000,100000,[]
17,325,650,100000,[]
18,416,100000,100000,[]
19,570,100000,399,[]
20,427,100000,299,[]
