task,th,tr,tc,successor
1,576,100000,403,[5]
2,246,100000,100000,[8]
3,254,100000,100000,"[6, 7, 9]"
4,194,100000,136,[13]
5,523,100000,366,[13]
6,293,586,100000,[10]
7,48,100000,34,[11]
8,165,100000,115,[12]
9,261,100000,100000,[13]
10,469,938,100000,[15]
11,79,100000,100000,[14]
12,74,100000,100000,[15]
13,339,678,100000,"[15, 16]"
14,131,100000,100000,[17]
15,478,956,335,"[17, 18]"
16,503,1006,352,"[17, 18]"
17,150,300,100000,[19]
18,383,100000,268,"[19, 20]"
19,192,384,100000,[]
20,74,148,100000,[]
