task,th,tr,tc,successor
1,61,122,100000,"[4, 7]"
2,229,100000,100000,"[3, 5, 6, 9]"
3,199,100000,139,[]
4,94,100000,100000,"[8, 16]"
5,24,100000,17,[8]
6,95,190,66,[]
7,167,100000,100000,[9]
8,222,444,100000,"[10, 11]"
9,164,328,100000,"[12, 13]"
10,247,100000,100000,[]
11,83,166,58,"[15, 17]"
12,88,100000,62,"[14, 19]"
13,111,100000,100000,"[14, 15]"
14,63,100000,100000,"[16, 17]"
15,278,100000,100000,"[18, 19, 20]"
16,143,100000,100,[]
17,152,304,106,[]
18,215,430,100000,[]
19,136,100000,95,[]
20,103,206,100000,[]
