250 5 0
96336 94103 90925 91871 92372 
780 844 621 392 301 291 
690 621 167 527 639 852 
507 509 62 878 665 309 
780 7 18 859 102 829 
726 856 883 88 64 563 
602 455 315 71 317 751 
846 749 463 104 80 504 
702 174 838 957 450 693 
394 390 285 710 188 56 
749 741 415 198 73 425 
738 604 413 833 65 365 
449 79 248 205 413 177 
545 407 606 207 478 716 
573 303 832 171 639 353 
735 734 711 241 11 710 
850 820 685 91 710 291 
802 396 681 310 139 758 
507 440 217 629 371 239 
605 767 72 19 362 32 
954 123 796 941 756 117 
816 514 835 661 432 484 
766 153 654 89 403 458 
870 839 856 802 67 856 
1032 850 275 271 966 716 
630 848 430 878 508 217 
475 605 259 174 943 265 
719 400 820 499 527 612 
526 531 376 459 89 791 
793 960 90 968 255 508 
907 746 63 818 145 699 
569 157 882 520 807 361 
844 647 199 399 340 972 
715 551 868 282 711 828 
799 741 53 218 908 124 
500 394 47 666 20 792 
670 204 302 673 509 511 
602 469 164 648 327 917 
837 210 980 188 446 198 
625 899 652 668 187 296 
874 854 873 802 49 138 
805 363 575 361 86 300 
936 222 988 581 814 715 
1191 950 908 775 667 369 
734 415 110 269 478 306 
299 72 946 317 87 57 
621 276 255 458 220 308 
707 352 830 281 959 637 
555 270 649 663 489 159 
772 857 729 702 278 457 
766 689 496 511 419 971 
1035 609 155 932 833 415 
597 736 150 76 934 442 
859 460 226 749 566 593 
551 617 263 256 135 928 
580 823 87 280 605 729 
302 114 351 270 315 100 
1174 899 901 474 915 490 
993 806 216 435 989 671 
774 642 952 200 873 951 
674 409 75 580 484 306 
547 625 408 176 122 671 
969 404 774 594 407 428 
467 244 207 733 549 413 
710 568 499 91 572 130 
541 190 684 615 258 24 
636 837 587 297 589 467 
739 503 353 701 646 545 
378 919 483 31 88 276 
838 626 897 303 857 436 
793 381 356 308 266 465 
1013 324 260 785 970 456 
718 11 813 768 955 497 
600 115 66 940 758 784 
1006 372 734 582 788 970 
581 183 698 225 707 329 
927 706 677 685 905 413 
416 966 72 102 234 305 
861 71 748 113 393 953 
486 491 591 264 444 99 
1086 443 547 833 605 948 
990 719 167 606 982 475 
555 255 107 920 457 194 
971 471 827 448 469 784 
1120 407 948 872 409 830 
551 402 715 344 619 616 
876 660 139 926 120 456 
619 925 262 651 174 454 
787 290 112 976 480 346 
845 581 424 555 971 415 
868 873 558 533 520 605 
866 887 886 38 893 418 
897 752 546 744 645 267 
834 499 644 105 387 386 
564 935 126 422 217 28 
944 240 314 494 439 931 
642 31 833 497 34 133 
917 521 525 23 517 757 
1137 669 633 875 624 840 
802 819 284 759 1 663 
871 376 65 526 320 734 
867 574 170 660 967 232 
967 511 723 166 896 818 
1180 855 625 952 100 904 
728 957 529 293 553 220 
457 445 548 329 21 772 
893 706 455 280 627 245 
625 197 839 313 137 365 
497 386 834 307 7 659 
734 434 696 173 687 404 
1040 888 429 816 638 251 
521 183 907 24 154 488 
599 299 4 209 714 99 
1082 470 699 957 651 267 
866 440 826 17 151 795 
530 200 544 318 452 18 
656 193 200 489 204 338 
780 426 372 701 1000 511 
708 179 818 458 312 41 
921 187 910 660 982 9 
1158 259 669 974 965 927 
878 573 119 385 239 752 
447 246 151 285 809 595 
583 509 216 196 347 532 
749 974 260 294 509 898 
662 614 183 323 602 900 
469 275 343 455 271 812 
496 537 460 266 15 748 
720 253 218 57 581 525 
990 992 577 674 713 133 
578 622 646 465 166 291 
546 287 216 495 763 811 
722 623 561 191 468 619 
944 937 649 15 161 953 
763 80 873 50 815 457 
727 972 234 161 89 442 
1282 980 909 874 698 570 
881 913 309 943 875 984 
676 54 773 227 706 845 
673 385 532 740 294 324 
650 317 871 432 647 562 
1086 730 571 359 782 979 
984 558 163 496 795 863 
452 107 609 423 314 612 
829 773 355 759 177 794 
572 284 756 995 332 281 
757 638 21 434 604 911 
1163 909 834 870 424 958 
442 204 314 135 55 847 
1058 926 453 692 381 384 
880 469 277 837 717 315 
628 759 14 315 78 480 
869 949 223 977 673 291 
556 243 441 69 621 181 
817 846 449 906 566 490 
950 380 677 740 452 470 
473 84 322 320 867 551 
929 378 521 156 582 837 
592 457 393 468 320 491 
801 103 588 546 956 880 
771 890 150 267 5 361 
607 972 54 113 486 176 
628 24 444 978 575 117 
781 187 830 982 766 845 
740 372 578 568 44 492 
1128 411 876 656 742 784 
1047 505 501 801 329 981 
937 573 799 436 753 212 
598 111 394 136 111 947 
563 231 902 38 432 596 
544 32 210 376 611 857 
529 98 512 397 736 551 
827 420 475 636 705 539 
813 112 169 181 350 885 
728 617 254 936 63 87 
1024 824 984 54 522 390 
682 547 561 507 985 426 
659 27 803 728 722 885 
1160 721 955 898 968 765 
689 205 65 618 712 548 
931 680 401 921 555 363 
731 596 96 181 161 570 
938 995 2 990 937 847 
686 978 246 655 581 371 
1031 728 685 751 676 399 
634 184 807 14 206 375 
993 681 966 316 480 153 
638 174 542 75 879 512 
720 915 771 581 224 634 
687 967 265 86 176 125 
841 984 987 949 478 482 
886 321 562 558 247 455 
524 878 444 215 267 139 
915 820 901 419 51 596 
628 57 202 799 956 933 
510 223 877 404 65 421 
929 391 661 642 649 42 
786 460 276 487 512 284 
1041 529 353 43 868 926 
668 896 720 64 516 543 
567 56 207 829 447 30 
816 568 375 175 683 241 
986 736 340 542 901 690 
645 793 818 282 17 422 
615 207 503 704 382 294 
