500 5 0
191295 181381 183155 187488 187218 
872 821 633 328 275 960 
563 696 343 537 558 631 
539 195 198 101 426 186 
470 489 126 644 285 47 
390 806 155 48 453 338 
368 352 449 169 208 291 
774 669 878 938 242 587 
859 32 116 349 565 904 
783 85 716 415 592 293 
627 262 107 495 311 117 
579 345 412 614 41 7 
378 807 55 345 74 180 
785 775 988 929 760 336 
964 280 751 364 874 305 
692 671 502 10 991 976 
732 78 895 253 170 8 
584 324 446 178 469 429 
674 330 55 867 189 5 
820 385 596 947 444 814 
912 210 308 607 773 360 
556 460 163 16 951 289 
753 82 842 737 597 714 
416 351 51 362 870 442 
830 403 240 397 794 420 
603 66 963 187 258 663 
621 98 695 702 457 980 
962 780 352 266 614 449 
451 838 314 94 108 112 
765 618 242 902 841 721 
1041 739 747 326 934 458 
939 438 816 676 793 22 
613 863 709 385 739 197 
470 522 492 50 700 582 
1014 774 162 950 343 715 
712 752 978 44 975 606 
754 101 173 233 810 347 
584 35 824 782 650 618 
847 962 703 119 782 87 
987 528 713 289 254 778 
859 515 661 925 84 924 
608 947 534 593 173 608 
696 709 300 172 396 880 
587 215 91 679 907 183 
1114 938 944 457 494 974 
726 753 768 123 209 232 
803 83 840 75 818 461 
467 507 987 349 21 21 
891 695 686 815 554 528 
491 280 193 790 770 377 
576 271 260 717 550 989 
428 599 214 374 18 929 
681 213 923 499 680 98 
515 912 553 401 375 261 
700 924 468 901 141 35 
831 798 224 360 743 291 
903 723 22 473 685 866 
707 543 876 614 122 639 
723 322 317 331 819 214 
973 825 44 397 1000 287 
736 396 262 207 793 435 
692 387 150 504 429 157 
538 33 955 118 139 990 
683 278 189 773 531 4 
741 721 636 506 354 812 
701 220 654 535 452 822 
730 295 119 515 238 117 
291 332 8 168 244 238 
640 686 672 578 450 625 
708 827 421 966 292 490 
967 130 738 552 709 859 
433 32 557 20 984 395 
805 119 141 116 897 875 
801 533 381 787 967 275 
489 852 309 174 71 200 
343 1 641 395 435 184 
656 736 941 683 266 224 
702 645 961 332 124 455 
739 609 172 138 82 847 
831 996 326 914 584 513 
831 895 690 869 838 643 
499 93 25 306 561 570 
564 234 46 323 322 743 
935 991 261 969 740 211 
880 962 41 279 723 754 
984 931 754 127 656 814 
870 799 574 617 930 585 
792 437 745 341 753 202 
581 280 767 521 586 201 
870 756 359 638 179 554 
1122 958 206 466 981 705 
872 631 539 447 284 473 
801 233 464 775 315 802 
802 177 906 943 967 124 
564 806 24 51 75 861 
711 573 844 547 597 436 
574 573 356 516 577 617 
