500 5 0
127602 122751 127019 120946 128264 
1011 495 555 854 786 973 
390 424 121 194 402 111 
958 5 8 962 628 718 
708 331 773 480 435 98 
1220 538 877 519 841 858 
442 492 11 303 367 124 
452 665 765 527 172 78 
902 580 382 746 85 501 
479 161 258 295 460 151 
764 453 752 112 984 506 
742 357 982 729 26 40 
584 568 389 407 467 278 
832 281 847 752 119 509 
1121 609 903 434 692 681 
828 705 468 963 192 26 
758 742 483 139 569 412 
768 728 847 861 33 18 
582 982 503 269 296 451 
1140 989 760 494 512 860 
465 196 367 188 217 826 
583 845 297 203 984 490 
728 440 962 282 438 720 
592 512 506 587 148 802 
826 347 899 18 98 971 
355 8 250 119 62 128 
906 940 412 119 852 413 
690 794 762 139 654 125 
1103 536 720 516 976 545 
691 661 144 588 990 843 
475 977 647 114 400 184 
889 722 999 951 135 130 
715 256 954 466 338 48 
777 704 282 513 228 424 
601 619 436 454 972 389 
799 319 818 542 416 800 
725 344 395 494 78 445 
617 255 464 83 312 252 
772 727 425 640 838 605 
772 744 714 402 18 850 
808 584 609 970 892 285 
796 874 614 880 457 262 
811 365 854 928 93 635 
795 394 342 193 470 688 
681 709 879 280 109 64 
825 579 263 934 273 334 
994 857 165 529 698 591 
482 36 485 45 467 469 
526 504 532 60 353 106 
640 894 443 631 548 424 
759 552 36 543 292 62 
742 915 165 498 627 105 
386 75 485 170 491 381 
810 935 553 214 703 758 
744 3 597 651 593 672 
713 383 629 906 804 84 
689 653 763 846 406 296 
649 725 579 310 35 344 
994 381 824 976 253 695 
680 219 675 43 727 511 
839 338 397 976 340 477 
600 186 628 631 511 109 
842 525 820 706 525 367 
828 517 181 635 146 667 
702 899 508 75 683 285 
998 616 914 112 462 615 
573 130 99 108 136 643 
749 505 928 705 878 598 
284 54 528 226 157 332 
1132 955 20 779 846 583 
1032 584 270 974 282 842 
893 661 114 851 529 97 
594 166 69 938 907 237 
588 481 18 19 51 870 
680 759 509 233 504 907 
860 252 968 814 153 658 
624 880 677 653 353 147 
755 409 278 678 551 127 
869 982 336 818 363 309 
964 964 382 113 852 794 
335 475 613 164 96 44 
761 406 254 362 411 637 
439 275 313 319 309 853 
960 759 906 57 562 406 
986 909 895 897 894 95 
883 499 735 601 834 704 
450 506 362 173 21 430 
871 921 255 547 352 951 
456 269 282 175 742 319 
862 843 576 996 226 638 
438 142 752 333 161 131 
1082 982 587 371 707 840 
845 365 515 803 559 606 
642 87 164 121 753 11 
835 642 314 930 760 596 
666 9 95 383 584 42 
707 179 697 224 589 499 
779 687 61 436 400 536 
726 917 628 4 285 721 
695 964 241 282 254 257 
986 907 28 467 394 775 
588 229 585 511 539 557 
600 738 657 2 587 129 
1086 754 340 929 472 940 
714 471 419 114 394 714 
624 508 510 913 788 191 
778 940 181 257 435 593 
681 854 963 288 859 159 
751 369 152 805 616 377 
865 107 196 744 354 952 
931 985 294 135 918 845 
911 714 479 922 100 857 
978 462 21 922 204 868 
1202 673 719 710 982 905 
917 605 390 93 428 632 
866 463 166 698 760 685 
677 11 891 714 506 616 
751 424 753 252 655 791 
970 851 945 928 872 828 
669 743 919 533 568 336 
482 317 358 757 1 841 
950 994 193 865 10 256 
614 172 350 455 793 873 
672 395 567 291 962 711 
862 153 801 678 721 494 
435 612 542 113 219 221 
878 480 967 690 681 565 
340 86 374 530 592 78 
751 496 146 54 249 458 
644 813 226 782 314 621 
1087 933 313 982 883 623 
931 719 294 729 415 936 
928 8 862 274 995 517 
733 724 942 383 694 397 
692 394 387 955 399 836 
453 527 89 93 167 826 
891 58 579 844 880 423 
701 924 186 739 411 113 
807 434 174 761 406 189 
876 670 903 325 77 486 
770 264 392 745 658 792 
812 833 833 715 363 929 
818 937 841 686 588 814 
806 909 113 621 283 145 
923 226 549 687 886 328 
872 616 405 843 909 916 
487 224 857 282 31 896 
361 59 833 502 58 107 
627 653 649 389 54 89 
702 424 728 415 495 845 
721 320 722 604 219 1 
888 472 478 520 317 577 
626 27 695 296 576 6 
747 554 974 349 893 496 
752 808 73 524 972 457 
917 555 625 292 29 812 
718 272 864 9 561 426 
613 833 299 790 695 307 
790 31 77 728 88 812 
901 877 361 44 867 464 
867 897 279 360 351 737 
