100 5 0
13688 12495 13016 13419 13061 
720 921 944 656 242 564 
569 367 169 916 469 825 
832 638 797 799 604 488 
746 810 999 634 820 360 
601 166 198 482 655 435 
863 650 453 376 944 838 
596 365 743 157 841 316 
1013 974 441 610 369 292 
736 685 954 265 806 642 
737 545 66 440 715 344 
1062 962 193 925 460 321 
381 439 66 166 25 662 
1044 12 963 551 407 861 
605 618 1 669 111 567 
970 255 201 932 881 320 
1177 835 425 950 653 533 
747 790 607 906 885 463 
842 963 211 653 345 646 
875 111 390 113 631 659 
627 200 402 63 395 820 
839 999 971 2 431 458 
674 117 258 900 369 799 
897 615 240 573 31 566 
876 718 620 454 889 837 
597 297 163 324 936 840 
649 399 17 232 855 980 
1087 998 849 456 826 607 
752 579 310 718 306 281 
525 337 437 409 526 732 
754 977 397 512 102 634 
692 828 31 242 284 628 
835 332 277 259 931 833 
436 769 349 30 402 359 
1183 743 632 618 733 758 
369 595 447 92 410 288 
940 452 831 844 493 953 
654 12 528 418 916 68 
1090 577 978 671 562 364 
780 128 272 354 820 29 
1045 535 732 42 856 977 
578 60 882 297 140 443 
896 973 430 503 541 868 
1008 808 525 906 675 905 
798 763 570 596 388 315 
734 915 62 459 544 350 
987 492 285 667 406 851 
694 578 40 689 609 633 
565 699 437 662 599 412 
809 171 337 388 353 781 
818 796 421 767 542 362 
972 393 71 889 611 854 
887 562 344 437 597 179 
614 798 261 929 116 201 
930 515 791 227 926 433 
694 22 232 476 984 633 
872 282 990 331 114 571 
712 549 102 127 361 43 
500 430 91 774 362 578 
739 639 811 959 678 359 
831 802 119 915 121 376 
522 145 335 876 893 258 
1008 348 388 258 930 885 
834 865 140 928 49 221 
734 377 676 459 363 698 
490 658 58 402 344 46 
924 663 387 494 726 935 
422 95 893 358 386 331 
598 341 697 260 30 485 
499 3 665 127 782 752 
846 508 500 733 479 593 
939 912 790 362 65 312 
797 786 836 851 346 573 
538 946 247 774 150 46 
656 62 523 457 630 329 
931 593 860 113 947 641 
861 619 922 741 29 938 
784 432 805 179 396 448 
586 510 660 944 342 163 
859 648 930 238 665 857 
620 378 756 516 602 135 
1055 989 686 624 543 475 
645 689 149 530 648 278 
857 20 369 569 662 790 
623 936 556 140 939 481 
797 537 938 434 865 248 
643 823 285 32 842 871 
566 117 640 626 47 73 
811 971 538 373 739 946 
819 178 915 275 962 44 
688 111 433 908 911 581 
922 607 981 108 544 156 
1142 698 684 614 914 628 
902 865 681 902 331 262 
795 469 506 743 820 769 
744 622 831 50 762 874 
754 497 25 933 351 468 
453 459 686 173 507 290 
427 318 264 927 296 275 
839 816 985 643 118 71 
928 581 397 977 119 924 
