250 5 0
65908 61671 63763 59793 59747 
603 392 457 840 378 618 
907 713 538 976 87 143 
658 701 386 373 974 249 
677 366 848 793 635 45 
602 7 271 618 292 518 
723 241 212 332 117 780 
560 356 271 70 574 795 
1075 252 552 776 705 916 
384 783 214 111 23 732 
361 598 92 32 284 224 
734 822 22 174 897 830 
663 205 219 633 755 820 
493 29 69 658 543 249 
789 817 743 500 338 109 
849 620 682 595 744 221 
689 743 91 430 235 99 
804 857 914 506 954 475 
955 915 755 2 794 126 
887 652 911 810 376 933 
941 574 551 830 228 897 
635 853 62 929 131 109 
805 372 576 331 749 131 
775 130 661 690 977 897 
508 157 57 477 724 367 
1028 838 880 861 867 411 
820 756 536 912 648 639 
1167 838 598 956 812 344 
787 337 984 364 224 255 
924 285 538 940 902 493 
709 130 856 490 507 291 
621 620 150 127 399 224 
799 531 390 902 37 103 
443 346 261 530 359 619 
416 256 411 184 317 672 
681 206 215 645 448 374 
694 841 393 846 583 285 
1295 772 797 818 915 813 
623 826 755 228 40 599 
741 401 474 792 170 21 
795 857 211 489 645 34 
784 35 140 742 973 239 
695 691 207 877 32 777 
767 834 365 906 362 762 
751 693 600 207 942 158 
974 954 400 894 487 806 
836 54 395 954 11 501 
656 207 120 94 384 809 
543 749 219 153 20 551 
498 133 676 482 3 70 
1149 853 755 899 792 669 
815 109 589 154 127 633 
726 367 959 305 925 113 
664 503 455 952 357 199 
588 60 333 791 47 191 
730 389 594 969 179 376 
844 759 766 572 393 180 
753 48 854 732 417 459 
807 186 584 828 955 492 
739 230 520 267 285 215 
461 486 76 801 311 328 
844 944 906 11 771 208 
358 829 361 115 50 219 
582 176 873 3 904 243 
953 388 760 870 333 786 
599 711 226 782 162 173 
1075 898 744 935 289 683 
442 605 396 83 440 65 
552 166 271 31 571 323 
971 384 863 687 612 391 
668 919 196 601 431 378 
675 72 512 402 344 198 
535 373 313 125 775 701 
1060 992 145 884 441 633 
748 281 819 806 136 40 
547 11 90 593 8 969 
612 476 40 624 847 405 
708 59 764 622 511 957 
1039 196 391 963 998 267 
888 994 831 393 696 802 
893 880 988 252 105 118 
759 929 314 145 656 126 
1050 790 882 942 343 169 
555 953 127 172 24 607 
967 597 624 253 986 804 
514 642 215 513 100 352 
653 938 599 36 834 303 
961 942 223 605 835 570 
766 988 186 627 759 259 
776 407 688 144 816 774 
496 174 318 657 166 284 
801 630 757 113 95 556 
516 710 581 827 95 3 
