100 5 0
23267 22629 23478 23014 25007 
579 835 966 354 29 332 
678 255 222 896 585 391 
740 797 987 726 71 835 
681 79 643 133 467 643 
740 126 508 560 99 771 
727 39 656 814 646 74 
644 126 553 511 268 489 
926 346 578 816 479 219 
932 302 401 488 245 769 
1006 977 1000 301 321 686 
840 166 488 180 857 581 
698 20 44 695 586 103 
566 489 163 581 758 732 
675 654 227 474 707 654 
577 193 587 185 252 310 
714 489 633 615 299 791 
917 419 946 22 544 528 
196 248 53 13 270 80 
714 250 350 216 717 299 
542 557 298 48 216 619 
982 755 995 62 861 482 
612 75 956 302 198 42 
872 363 825 521 461 950 
1008 699 630 213 366 799 
1083 740 975 323 768 461 
681 233 583 176 295 900 
638 944 457 546 410 802 
1051 13 381 729 825 842 
646 755 155 478 330 141 
791 208 44 314 598 618 
599 158 355 839 205 836 
929 626 658 949 964 549 
806 765 470 951 870 68 
906 252 284 570 983 319 
530 127 640 769 177 355 
767 170 419 420 552 460 
568 310 948 326 388 567 
660 955 943 297 18 291 
528 178 246 382 404 142 
738 786 784 170 485 238 
830 881 197 185 70 1000 
1127 653 438 844 956 369 
510 829 164 340 66 394 
604 552 109 968 449 588 
670 27 277 841 596 434 
673 88 525 807 39 704 
748 58 675 325 174 704 
404 143 79 393 347 483 
910 414 353 299 559 471 
595 365 301 354 544 39 
902 435 446 776 761 96 
734 208 576 706 789 753 
754 630 462 447 424 201 
786 620 450 1 756 664 
780 13 816 614 158 528 
316 268 2 228 61 529 
887 606 858 890 310 881 
858 576 305 364 50 791 
954 653 647 135 867 995 
1114 795 374 504 731 863 
524 104 31 892 25 155 
856 722 448 595 119 539 
840 373 324 176 751 137 
1002 643 394 119 584 979 
961 478 339 897 122 495 
723 470 419 232 156 778 
915 996 39 397 788 570 
882 802 452 974 427 302 
879 523 345 592 223 965 
648 672 810 346 784 186 
378 633 181 478 243 267 
478 490 201 451 723 413 
867 848 629 341 864 256 
487 341 227 484 693 387 
640 630 801 612 122 532 
936 888 195 563 500 472 
462 776 121 182 786 135 
188 113 160 122 258 78 
417 173 220 704 623 319 
478 178 350 424 137 393 
624 771 698 616 238 275 
1004 899 865 742 694 971 
723 587 420 231 345 985 
515 300 665 27 885 325 
1047 971 250 368 761 989 
785 738 224 46 639 501 
672 270 237 887 683 189 
679 241 606 565 945 660 
822 664 660 968 689 834 
432 502 70 303 510 111 
552 264 674 456 551 357 
629 793 288 333 653 320 
523 428 282 119 253 237 
449 431 97 525 491 499 
567 865 97 203 12 904 
652 375 927 720 376 639 
668 253 974 503 122 995 
516 270 66 777 64 238 
584 374 74 452 103 74 
683 391 292 548 805 297 
