250 5 0
31492 30295 30997 30350 32889 
708 655 864 458 552 177 
759 765 385 238 928 557 
821 267 132 775 352 647 
523 869 100 29 271 207 
788 161 329 353 621 568 
833 830 658 267 392 119 
740 517 475 831 374 490 
637 796 716 691 278 185 
635 267 61 774 138 443 
627 715 359 35 644 620 
784 888 230 58 277 520 
659 478 832 866 57 882 
365 263 704 107 250 342 
798 946 322 359 576 386 
777 522 683 931 821 298 
741 931 871 564 534 262 
661 923 358 343 527 885 
1016 852 368 262 879 763 
509 329 542 166 72 873 
623 26 663 356 366 714 
687 416 102 136 629 791 
702 541 775 975 158 965 
811 804 644 567 324 560 
888 693 929 917 792 831 
841 472 990 618 424 424 
789 844 680 16 802 409 
697 162 534 534 608 443 
716 239 393 407 699 508 
778 426 85 377 37 925 
495 926 267 114 31 326 
832 422 542 111 241 767 
812 175 790 73 909 332 
995 501 651 184 570 925 
759 563 213 456 731 411 
1104 624 722 546 642 823 
1014 777 597 45 311 845 
952 502 825 119 444 468 
674 893 34 907 879 246 
960 770 819 839 653 33 
986 608 461 446 940 884 
942 434 519 574 11 959 
846 564 562 264 931 423 
889 903 549 327 260 813 
719 621 307 186 101 232 
588 969 418 197 15 463 
881 675 429 732 843 212 
573 867 44 643 270 464 
805 22 772 31 598 829 
1076 232 178 999 914 718 
834 544 246 636 534 507 
952 906 930 69 155 700 
755 72 596 767 47 77 
890 181 340 786 747 98 
917 823 202 223 552 737 
799 482 379 497 837 408 
520 34 361 115 786 982 
767 377 284 127 245 748 
418 395 237 792 293 309 
684 56 29 9 948 654 
774 31 598 561 591 334 
770 112 337 17 844 888 
926 49 664 965 364 428 
884 860 488 275 80 233 
971 689 968 878 865 678 
866 143 998 464 395 586 
709 628 84 841 5 778 
885 467 377 331 436 811 
1061 718 603 505 494 666 
464 929 148 739 165 77 
694 1000 852 10 130 21 
966 648 422 176 543 784 
997 148 626 980 457 668 
812 546 224 407 58 922 
924 383 486 793 231 618 
878 482 833 344 417 476 
569 459 185 468 423 667 
948 8 741 9 877 786 
932 53 737 676 625 116 
812 43 189 361 488 501 
722 175 362 371 755 744 
741 268 618 429 272 812 
737 124 460 542 671 112 
801 190 906 799 193 855 
1105 210 409 850 682 922 
720 77 386 365 167 374 
867 127 114 649 812 393 
527 222 56 799 5 684 
973 403 968 520 207 366 
623 647 334 712 340 260 
817 848 14 609 927 317 
427 6 285 269 824 160 
457 457 90 625 380 176 
532 501 386 352 79 849 
867 447 696 280 545 84 
564 61 927 10 483 189 
659 94 440 727 93 872 
645 636 210 138 979 624 
739 265 133 777 844 995 
965 533 280 186 444 980 
1026 707 789 745 196 973 
969 243 730 747 506 969 
737 612 425 29 19 997 
385 840 148 185 459 38 
450 280 322 470 323 211 
725 675 488 31 910 84 
688 980 188 335 686 388 
942 177 156 420 860 806 
716 272 505 831 54 796 
1221 946 402 985 452 999 
711 951 148 344 138 170 
622 307 536 975 738 78 
874 421 258 520 292 423 
491 624 503 585 185 552 
523 176 328 57 218 883 
773 588 78 889 666 68 
525 329 478 85 770 42 
616 246 71 793 281 457 
669 6 352 909 72 30 
695 728 381 409 51 11 
811 576 679 796 406 489 
311 202 122 558 356 247 
806 978 405 490 994 735 
1066 85 488 720 966 696 
780 518 532 246 67 284 
898 659 513 895 719 608 
885 539 484 563 812 454 
860 449 123 339 442 555 
557 20 254 357 889 546 
799 876 934 734 540 879 
406 177 402 502 9 638 
603 902 535 663 452 418 
585 970 308 157 730 48 
855 930 340 449 529 482 
674 675 887 358 89 813 
298 65 470 91 737 52 
553 691 294 298 821 544 
542 661 430 56 696 574 
552 793 2 153 265 853 
780 886 349 827 467 210 
882 316 787 221 427 505 
429 273 161 636 76 783 
584 257 696 823 110 927 
921 483 964 179 508 902 
549 922 243 550 514 178 
671 194 73 572 734 929 
470 755 219 279 695 363 
829 158 511 678 662 177 
1113 293 804 544 668 974 
906 754 260 295 899 645 
979 867 652 361 821 527 
810 431 289 377 423 581 
779 921 590 583 823 446 
791 106 513 304 134 837 
853 193 617 939 140 733 
932 549 813 266 941 647 
743 727 837 970 283 417 
918 33 958 156 852 654 
883 218 205 717 846 555 
1067 946 413 704 405 819 
694 389 929 248 566 388 
709 527 235 933 556 424 
634 701 514 507 316 913 
550 70 167 577 315 20 
424 242 399 29 575 146 
661 704 170 524 19 638 
969 221 503 789 628 589 
658 236 626 766 633 882 
1053 967 989 361 13 826 
924 721 660 385 808 54 
606 969 169 296 529 302 
880 687 628 871 192 746 
912 358 104 476 909 659 
413 236 42 546 660 432 
629 412 771 602 477 26 
1008 818 265 853 207 939 
779 660 502 580 276 376 
940 252 448 717 567 703 
1275 549 637 856 982 960 
746 66 259 228 806 438 
632 175 99 194 210 228 
