500 5 0
189374 188415 184933 186122 179030 
911 781 265 411 716 832 
929 539 435 612 280 672 
707 148 96 322 337 428 
674 114 854 85 249 898 
496 340 558 417 811 109 
415 192 195 268 244 295 
973 242 819 371 583 520 
806 469 318 907 74 350 
521 25 654 941 310 192 
791 948 100 977 127 803 
646 12 278 773 550 151 
670 530 694 487 134 458 
1169 804 810 940 626 636 
495 266 826 60 149 847 
552 390 332 965 729 200 
629 695 838 159 657 734 
931 396 831 588 656 546 
379 178 346 342 685 144 
823 939 266 421 6 481 
846 425 420 984 453 379 
748 717 831 149 251 562 
566 204 608 910 838 78 
1001 629 874 860 794 863 
909 463 129 838 182 817 
999 752 906 64 183 656 
473 62 157 785 805 78 
826 958 128 372 833 184 
778 135 660 650 296 325 
1148 494 913 673 834 647 
765 254 211 885 992 549 
635 178 463 882 816 769 
951 923 842 274 433 487 
520 173 23 20 180 385 
870 222 912 188 431 492 
697 24 289 504 163 927 
523 9 59 735 6 508 
664 495 797 329 310 226 
785 435 620 24 648 206 
785 212 456 714 501 934 
594 494 499 258 782 497 
855 837 380 590 636 64 
692 955 763 27 575 682 
929 775 591 819 90 235 
532 256 470 36 264 434 
799 230 786 465 593 211 
827 329 880 268 919 897 
826 257 640 133 134 953 
1207 781 512 863 814 733 
575 415 696 394 303 548 
691 395 976 209 332 415 
840 339 788 698 148 717 
858 399 895 791 719 2 
567 97 89 602 660 182 
1061 630 362 975 628 650 
760 567 828 213 471 659 
952 556 657 952 5 159 
884 990 723 727 43 551 
684 582 423 970 272 803 
692 67 714 295 696 532 
510 327 101 479 643 901 
570 633 683 354 543 597 
654 735 238 429 598 847 
906 418 366 675 915 894 
730 32 139 344 780 812 
727 256 298 294 928 121 
882 218 429 681 428 780 
584 450 977 601 274 186 
799 164 219 443 139 751 
771 979 66 105 227 525 
755 872 702 254 492 924 
879 835 932 203 990 444 
847 564 566 661 678 631 
980 554 46 679 931 476 
576 457 295 394 27 20 
1127 956 318 177 874 877 
930 895 310 800 842 464 
753 88 924 739 450 358 
863 42 183 636 448 585 
494 829 80 292 94 8 
865 967 590 769 381 262 
441 105 700 30 374 288 
813 231 497 150 52 679 
723 387 801 493 492 726 
826 972 473 877 997 341 
810 924 93 131 403 197 
631 638 67 86 861 304 
846 560 688 611 3 617 
865 411 532 667 380 619 
1071 784 916 488 884 327 
610 943 323 572 18 127 
861 975 445 934 511 539 
1098 748 682 624 904 935 
849 712 636 444 114 299 
549 205 630 793 391 586 
643 79 845 495 981 813 
621 230 756 573 28 342 
964 775 636 921 888 856 
460 46 32 116 110 873 
1142 855 833 860 295 846 
628 266 541 697 105 649 
702 250 843 200 947 501 
752 242 427 332 921 577 
920 516 502 45 549 634 
729 946 102 550 34 159 
697 143 404 231 677 317 
606 932 608 101 762 191 
871 51 483 271 453 934 
780 896 854 603 330 252 
246 193 585 156 36 85 
885 851 334 362 606 134 
802 482 701 963 704 140 
585 798 143 399 621 623 
578 697 145 590 477 535 
527 632 261 230 605 694 
576 60 257 446 397 923 
530 929 265 440 569 284 
1022 948 962 104 122 933 
838 966 817 2 643 170 
707 296 102 230 665 676 
830 501 816 471 515 278 
1187 743 917 860 716 439 
646 971 152 342 628 536 
569 568 81 258 949 452 
685 863 101 4 521 842 
982 995 387 865 793 441 
535 32 178 713 353 607 
602 274 957 679 269 732 
996 348 860 921 995 972 
781 216 403 404 580 77 
975 842 75 902 157 490 
567 689 161 777 554 27 
860 733 42 408 544 490 
341 354 49 200 367 84 
582 278 929 476 302 62 
998 761 207 616 991 558 
761 246 956 467 385 139 
840 14 102 710 944 452 
586 246 686 324 364 797 
823 877 45 774 84 741 
780 739 88 231 376 997 
940 723 873 466 703 295 
690 278 157 648 955 536 
783 760 102 601 844 989 
556 698 205 223 671 840 
909 401 697 147 507 337 
570 230 388 736 288 214 
728 45 814 213 855 437 
361 622 33 409 361 286 
865 515 487 552 432 848 
798 421 862 324 301 447 
1099 632 735 879 511 937 
841 642 374 963 809 168 
477 379 285 331 673 625 
1148 873 582 184 917 976 
995 824 782 410 850 768 
732 631 931 573 44 839 
706 801 530 199 269 375 
629 889 434 691 390 356 
545 211 773 34 52 30 
888 403 884 763 991 551 
967 44 793 921 579 786 
654 270 517 206 249 879 
890 184 967 937 242 936 
862 242 689 824 439 828 
745 165 652 976 821 256 
1116 861 106 901 691 882 
947 778 638 460 382 907 
699 489 704 836 69 505 
