100 5 0
25810 23906 24141 26279 24071 
504 5 100 830 285 851 
800 638 606 49 459 123 
801 952 436 71 23 966 
1049 501 611 741 914 976 
588 926 290 353 420 668 
787 267 667 338 930 128 
849 878 805 495 898 927 
682 459 77 356 652 929 
731 826 625 344 686 215 
302 99 56 868 161 162 
930 201 883 394 925 347 
653 870 577 151 774 344 
337 468 70 736 23 374 
742 782 657 551 123 901 
1080 219 806 548 982 674 
709 363 224 429 81 991 
593 213 500 720 522 515 
816 969 92 909 964 129 
1009 925 207 515 423 563 
811 848 254 14 211 558 
1132 905 368 900 164 838 
894 71 801 215 312 635 
987 827 249 612 667 371 
768 449 985 15 867 220 
660 504 94 611 381 121 
498 190 142 726 755 652 
670 697 122 298 293 243 
1019 984 754 427 30 966 
679 702 415 473 308 508 
767 729 484 62 749 44 
589 424 824 85 828 132 
722 85 206 910 655 232 
944 306 945 451 487 367 
1076 881 779 955 386 476 
1019 518 676 891 833 524 
382 91 11 241 568 607 
685 647 413 326 997 827 
652 698 326 72 730 414 
686 353 600 634 941 894 
705 487 859 83 995 202 
1009 924 375 862 213 791 
858 566 942 739 477 174 
807 866 87 985 914 123 
1011 566 931 126 975 404 
626 307 96 559 242 356 
449 564 543 34 852 85 
714 105 505 785 616 602 
428 405 880 429 83 202 
819 772 83 822 885 119 
567 62 509 228 824 89 
716 20 259 343 396 400 
935 824 438 231 331 804 
662 551 49 837 49 313 
425 894 364 119 484 214 
805 679 336 31 432 456 
802 640 743 557 622 910 
936 916 100 720 572 849 
840 974 162 37 705 931 
895 370 730 639 749 169 
856 741 902 586 116 708 
1036 347 614 643 922 436 
889 337 646 94 525 836 
1177 613 886 993 977 818 
910 302 721 815 759 759 
888 682 200 640 929 434 
801 157 541 20 626 291 
1038 708 531 262 440 942 
628 275 64 500 433 986 
786 393 553 194 437 328 
485 470 24 392 456 366 
895 763 224 802 555 424 
459 63 192 125 527 987 
599 311 189 146 169 820 
858 257 606 840 210 974 
313 40 336 260 203 405 
739 486 734 379 376 146 
836 587 385 572 82 269 
463 773 35 605 209 68 
846 603 400 842 813 331 
425 66 13 350 728 595 
857 218 359 72 644 830 
994 977 910 317 443 164 
543 295 202 422 539 773 
1176 590 989 858 978 427 
626 603 534 842 176 694 
567 285 683 502 257 71 
264 277 528 2 173 244 
912 447 865 929 737 669 
630 844 823 33 852 41 
629 802 533 742 211 490 
810 173 826 797 644 685 
606 157 519 666 310 113 
599 98 335 831 145 884 
779 856 833 418 292 104 
579 243 772 163 579 269 
1006 821 902 828 807 217 
810 491 839 406 371 51 
671 628 19 860 518 72 
945 130 256 886 564 756 
749 748 561 166 3 59 
