500 5 0
60895 61845 60243 60758 60708 
810 504 819 180 311 99 
499 262 221 813 208 527 
753 149 446 391 297 463 
839 414 299 927 676 449 
480 742 520 193 773 45 
1121 588 897 711 415 885 
873 780 59 905 231 502 
525 498 640 425 516 249 
513 490 843 435 23 248 
627 585 556 683 778 324 
726 46 312 632 979 491 
658 854 563 576 331 461 
712 668 165 182 314 87 
1114 739 647 567 680 648 
720 228 409 287 642 460 
663 534 815 569 560 230 
710 329 48 421 872 787 
324 196 784 181 105 61 
793 249 816 273 144 27 
839 310 478 439 697 658 
418 493 71 546 1 954 
783 376 567 592 178 923 
576 142 855 370 768 536 
407 108 186 80 684 900 
911 624 466 602 512 48 
629 56 480 199 682 970 
519 757 418 349 103 300 
816 230 584 609 359 362 
583 600 142 874 555 703 
483 84 694 244 1 827 
598 630 560 188 871 486 
474 91 573 282 93 912 
495 292 94 52 184 174 
881 634 470 732 451 425 
447 42 398 25 124 608 
749 587 477 831 614 496 
747 708 84 984 815 579 
1017 921 527 308 920 332 
757 123 466 895 737 895 
804 582 992 955 562 438 
727 185 254 667 220 224 
734 372 90 8 736 589 
876 928 247 296 128 621 
575 853 115 916 445 372 
999 800 584 1000 969 526 
669 327 574 323 313 670 
619 826 261 581 323 342 
871 938 96 511 787 627 
900 518 941 113 222 804 
990 651 568 294 225 808 
733 592 750 511 197 804 
877 640 565 522 646 676 
523 683 677 179 367 86 
922 706 429 448 370 260 
1068 746 793 280 455 635 
834 114 844 532 875 433 
804 974 621 988 977 286 
1044 833 711 673 473 311 
376 711 39 112 692 212 
1078 861 888 676 208 823 
465 492 34 262 245 947 
636 672 432 239 357 998 
557 631 606 129 660 322 
1037 341 610 516 820 656 
588 335 299 905 376 12 
737 35 474 661 159 781 
1142 424 928 737 961 271 
767 496 391 292 572 682 
604 736 601 266 736 491 
707 373 715 711 469 150 
651 666 323 27 363 731 
810 269 642 533 25 570 
909 165 744 62 671 945 
701 281 457 22 470 483 
575 441 711 997 564 145 
977 402 928 572 203 350 
1113 865 770 788 637 845 
937 9 737 531 837 221 
952 749 994 759 226 826 
775 151 600 475 195 772 
659 14 976 901 199 829 
449 483 207 421 327 193 
690 507 459 455 792 246 
548 726 351 335 411 445 
1111 259 752 604 601 936 
968 638 909 122 419 725 
774 73 425 927 763 518 
794 640 60 51 526 625 
1095 677 997 654 684 873 
738 696 596 896 643 190 
929 236 537 916 701 563 
509 614 384 151 368 554 
665 911 553 640 104 956 
903 365 331 593 951 558 
434 138 192 493 644 564 
899 628 931 544 172 217 
527 673 314 411 536 421 
467 983 394 240 132 392 
931 543 102 672 743 137 
783 269 495 319 943 473 
891 850 232 752 449 453 
949 720 597 790 742 812 
840 904 87 284 422 291 
750 534 462 457 383 68 
801 78 322 171 728 212 
827 409 529 515 299 536 
547 48 273 206 767 888 
624 76 738 272 618 152 
828 933 916 810 142 77 
1046 960 577 965 507 21 
894 149 8 732 952 695 
596 885 304 302 409 370 
926 881 329 26 900 692 
585 706 629 82 129 45 
872 18 128 946 760 48 
325 24 195 366 369 295 
1035 613 559 909 406 240 
871 486 255 566 267 557 
937 204 831 496 547 513 
578 99 258 760 981 572 
714 253 976 406 281 713 
420 390 389 386 353 479 
452 420 144 8 193 263 
525 240 401 162 62 99 
789 74 378 800 292 672 
507 492 789 618 383 76 
1092 502 959 545 46 963 
591 487 376 112 325 890 
730 90 611 449 905 721 
735 688 925 797 242 355 
876 197 384 597 271 448 
655 530 590 415 462 594 
1142 970 343 747 912 961 
653 347 229 955 412 556 
576 37 534 50 81 486 
963 770 355 901 845 5 
694 547 588 60 31 567 
941 538 251 969 919 36 
755 766 900 947 386 153 
445 109 928 240 53 805 
734 133 652 154 747 76 
739 892 916 707 572 558 
870 115 949 348 580 134 
364 196 447 408 316 76 
716 854 536 240 709 666 
685 490 835 181 657 885 
584 166 37 840 637 690 
967 557 874 670 384 351 
499 193 108 847 926 22 
601 937 867 642 244 300 
992 386 411 570 448 651 
220 94 53 193 384 18 
727 198 607 29 8 685 
783 505 956 353 66 810 
722 437 565 957 864 547 
605 292 378 333 555 962 
657 557 167 430 714 400 
463 683 360 163 245 495 
640 780 98 412 106 135 
1041 31 816 610 649 852 
747 114 558 645 849 207 
744 813 371 421 201 615 
935 437 637 993 512 228 
769 630 355 885 746 40 
516 608 47 377 758 639 
714 940 892 149 534 1000 
959 130 919 646 453 165 
550 481 722 689 418 29 
514 174 734 231 420 763 
851 910 637 86 563 885 
703 162 497 261 700 332 
543 299 763 731 514 59 
945 489 123 804 926 363 
566 893 268 908 198 160 
736 599 19 624 511 494 
728 787 766 89 837 124 
443 183 493 807 442 71 
496 458 127 151 774 922 
844 79 632 312 592 205 
842 310 740 728 360 240 
1037 38 614 992 816 970 
744 679 370 984 436 571 
632 571 118 206 657 364 
957 799 398 927 70 586 
596 680 530 51 929 183 
819 163 465 460 782 968 
873 714 903 42 115 196 
776 818 637 15 62 910 
548 296 14 274 944 36 
398 412 51 682 282 295 
557 123 585 231 617 169 
619 787 388 543 310 926 
575 177 579 598 561 385 
1018 478 804 815 258 643 
692 164 429 195 139 516 
649 722 887 993 59 297 
775 635 432 435 131 167 
573 29 553 228 155 759 
752 718 586 24 273 575 
1106 819 995 758 608 507 
1077 765 80 934 487 992 
579 220 777 260 69 517 
801 820 367 508 926 834 
757 710 619 498 890 467 
845 81 681 799 661 978 
901 283 136 792 243 692 
530 487 202 976 160 296 
837 475 797 592 620 623 
770 858 920 895 204 899 
924 458 419 807 648 587 
629 132 835 554 728 712 
528 67 97 124 152 80 
710 86 500 513 942 596 
872 545 307 62 853 824 
763 576 384 555 614 716 
877 807 668 26 176 549 
714 915 441 672 236 269 
451 403 690 59 645 191 
739 528 895 400 978 12 
706 593 376 361 912 512 
717 51 297 204 839 604 
788 454 558 937 461 260 
331 619 413 1 154 17 
815 629 724 294 972 818 
539 527 690 115 361 501 
597 187 904 674 267 63 
1201 996 961 788 919 672 
1099 453 394 803 777 655 
551 749 794 1 151 121 
409 677 100 281 13 361 
1249 433 896 838 758 900 
586 47 565 460 180 849 
550 106 770 391 720 262 
881 852 830 802 815 978 
985 877 982 830 215 82 
1072 599 519 325 948 541 
893 653 654 77 146 857 
631 63 945 424 786 161 
662 838 33 986 263 459 
1022 724 36 974 577 640 
1013 544 432 720 993 118 
644 259 390 957 55 696 
780 717 894 311 318 276 
742 340 56 633 193 488 
819 96 703 706 142 468 
362 365 214 118 423 53 
677 152 496 705 616 709 
913 589 577 361 870 522 
796 559 700 604 481 289 
1025 417 176 958 799 409 
781 874 748 182 652 579 
377 427 211 18 313 527 
853 478 294 915 694 184 
744 193 34 991 437 14 
736 293 125 355 310 333 
584 379 488 897 565 342 
838 852 802 517 393 549 
657 740 192 616 622 187 
604 637 601 138 92 305 
408 201 196 338 459 591 
534 541 172 283 610 668 
643 788 645 2 764 799 
570 380 224 147 211 725 
564 78 625 491 633 413 
764 491 308 36 734 717 
391 110 260 481 248 78 
568 21 447 622 815 357 
700 558 368 956 570 361 
567 237 113 861 779 296 
540 695 37 634 291 575 
728 105 833 409 805 839 
434 413 10 706 651 277 
844 186 703 402 866 208 
456 83 96 25 540 593 
658 83 296 110 33 584 
682 904 450 832 331 879 
606 419 368 459 1 353 
756 117 779 303 64 625 
772 452 222 449 206 276 
671 499 26 989 512 74 
718 244 491 535 39 25 
584 157 76 654 997 5 
787 829 535 93 41 32 
520 389 336 364 353 748 
793 57 334 1 783 984 
324 245 85 284 93 21 
659 569 586 164 996 640 
520 669 303 30 511 962 
455 280 653 29 161 959 
540 786 187 481 322 319 
843 574 883 168 531 879 
540 140 796 423 474 156 
1073 890 816 81 348 802 
1147 339 988 929 286 743 
825 295 802 404 416 801 
857 471 863 730 493 903 
586 657 326 43 435 781 
1122 522 907 519 888 544 
458 186 106 362 983 650 
714 139 718 934 817 198 
699 993 340 807 242 415 
764 557 518 168 750 782 
1036 450 705 627 857 693 
517 231 280 142 747 591 
872 934 764 877 542 321 
798 76 594 499 485 471 
965 725 393 495 714 572 
514 799 150 489 293 399 
658 537 613 484 312 541 
859 544 379 538 617 140 
974 563 419 675 945 755 
919 767 954 310 29 581 
894 810 822 896 648 7 
944 728 845 561 294 51 
718 491 263 852 682 291 
727 282 893 573 999 535 
508 628 186 341 121 340 
728 907 473 25 922 282 
505 269 139 396 909 695 
777 549 361 181 499 560 
597 987 570 689 529 140 
558 732 553 795 136 380 
581 847 281 116 44 568 
585 174 43 609 142 356 
357 342 485 90 413 178 
627 144 618 365 917 331 
391 81 343 235 14 281 
1020 364 231 866 553 672 
522 84 512 565 158 86 
1009 305 844 830 864 793 
500 631 629 314 303 42 
1229 925 1000 531 332 892 
536 209 358 858 653 462 
501 24 874 233 539 470 
561 129 305 264 740 213 
795 586 598 743 337 982 
491 917 6 216 31 657 
1100 605 850 948 884 816 
1035 924 474 100 600 961 
757 331 982 475 920 454 
815 520 303 388 841 679 
711 462 380 277 611 111 
779 974 958 741 480 114 
592 737 95 603 78 603 
817 376 364 793 171 969 
561 689 11 89 585 76 
529 276 108 731 742 61 
622 704 834 317 636 136 
689 622 592 478 468 644 
727 473 949 492 717 868 
751 388 985 724 528 356 
905 713 816 327 480 822 
840 52 8 978 721 245 
672 906 722 776 206 584 
1138 977 899 702 837 638 
853 241 665 482 358 232 
659 495 147 296 524 971 
666 21 710 990 144 610 
845 578 343 200 893 484 
950 843 176 539 869 952 
631 228 450 731 758 7 
543 130 54 13 70 695 
637 393 163 758 62 628 
1054 997 991 821 937 13 
778 228 399 856 341 509 
1013 81 819 413 491 863 
733 869 306 272 94 685 
990 693 515 160 852 265 
891 471 951 773 468 319 
849 726 66 698 728 502 
707 743 227 802 635 23 
842 530 111 319 236 716 
646 34 510 837 101 78 
472 528 304 122 29 816 
748 340 264 642 476 24 
806 939 378 333 810 43 
549 504 847 609 527 160 
388 56 406 565 305 526 
893 847 647 555 630 365 
1018 984 297 766 991 438 
490 65 41 782 24 648 
1023 81 953 807 655 459 
647 619 803 451 117 647 
646 970 850 252 135 388 
761 605 16 816 16 168 
831 324 734 559 214 997 
595 339 8 735 57 137 
588 3 805 888 203 319 
856 847 209 810 219 23 
686 929 431 20 911 396 
557 491 153 490 724 667 
705 340 411 500 456 623 
716 754 547 643 989 130 
1107 589 752 892 244 812 
592 299 249 527 484 56 
646 931 419 66 801 855 
