100 5 0
11700 12917 12813 12149 12472 
607 461 878 85 733 872 
401 496 88 417 61 905 
645 567 752 457 77 488 
907 403 381 716 587 890 
915 773 827 781 539 694 
499 652 407 479 80 548 
914 653 993 665 41 252 
879 794 320 763 763 540 
757 336 763 690 444 711 
978 899 987 620 215 726 
608 104 252 783 179 973 
548 871 601 252 98 575 
470 445 188 277 411 555 
1167 393 981 833 567 757 
1017 390 531 414 851 669 
699 149 166 500 537 754 
942 371 465 65 637 919 
547 35 797 956 367 141 
986 844 773 244 170 723 
875 840 258 297 283 901 
876 136 953 304 237 497 
658 224 796 134 229 172 
461 665 881 41 131 28 
546 27 176 782 472 756 
866 683 997 12 273 406 
664 711 804 78 432 359 
649 465 66 878 204 90 
1125 486 483 943 888 989 
362 170 139 608 425 291 
941 616 457 544 25 575 
817 86 409 861 675 880 
1064 154 955 836 592 376 
908 378 77 930 650 798 
586 476 948 299 113 689 
774 614 790 868 329 273 
796 604 519 29 494 889 
762 578 474 279 215 979 
605 116 315 516 329 704 
643 303 876 369 752 676 
661 930 534 66 220 254 
752 79 768 12 874 629 
730 19 962 813 491 123 
893 651 303 740 164 408 
742 329 43 455 830 489 
884 726 509 589 942 226 
611 426 383 166 588 54 
922 332 318 768 818 750 
953 450 67 969 587 277 
360 731 539 192 60 29 
918 463 289 751 766 905 
770 5 953 760 802 267 
946 680 464 548 894 632 
913 851 45 207 887 290 
523 380 70 763 46 51 
440 238 457 401 598 35 
636 411 820 32 249 149 
859 868 411 544 984 28 
968 953 727 581 491 692 
313 109 441 19 376 93 
1114 770 364 647 606 686 
792 968 818 229 720 414 
800 297 828 678 913 285 
780 413 9 782 302 920 
817 402 593 767 965 636 
1108 923 440 642 793 748 
1038 453 759 966 49 625 
655 720 157 951 764 8 
697 9 760 584 669 382 
700 819 338 41 556 599 
797 67 697 382 265 407 
1030 459 511 999 885 400 
753 320 365 956 387 483 
591 984 54 231 464 818 
936 676 934 303 930 598 
634 198 577 992 425 591 
712 660 425 1 636 656 
581 279 319 165 431 575 
827 80 530 269 254 560 
434 808 904 159 5 123 
686 540 288 105 282 624 
759 763 884 558 321 840 
772 386 312 832 925 146 
871 941 177 367 990 22 
643 232 425 716 504 222 
759 126 320 851 84 687 
623 51 342 929 980 81 
605 183 165 364 323 731 
934 901 996 418 262 283 
697 467 983 297 371 685 
534 207 882 447 764 211 
1029 861 252 170 598 839 
650 387 549 610 362 529 
961 779 749 341 562 603 
509 362 115 548 811 120 
652 22 2 897 104 23 
571 618 91 761 884 387 
420 345 86 540 330 154 
673 433 744 235 958 984 
734 4 412 577 295 589 
735 288 887 963 96 211 
