500 5 0
62532 62189 61040 63716 63922 
870 479 612 431 906 167 
767 628 25 212 45 601 
745 432 848 102 762 129 
631 278 196 393 841 205 
392 280 825 363 201 158 
1075 234 805 886 779 905 
444 517 85 178 432 920 
715 278 562 12 238 396 
1011 408 466 766 228 843 
575 406 266 62 22 755 
952 877 275 858 711 774 
687 352 29 26 400 418 
695 902 654 644 286 959 
967 724 197 768 487 977 
1033 956 183 216 348 996 
880 207 377 401 981 921 
660 959 519 575 95 824 
1080 778 850 993 604 457 
521 206 968 54 600 184 
983 344 760 939 282 223 
721 931 238 117 45 684 
627 664 964 713 190 211 
555 89 666 940 54 11 
886 730 182 465 456 143 
1156 210 897 644 876 861 
707 467 989 926 926 26 
858 326 489 519 119 754 
707 987 312 341 485 824 
932 74 901 510 982 59 
782 561 636 146 557 682 
533 556 641 315 927 69 
668 162 690 962 492 240 
640 909 313 893 785 204 
683 356 642 546 785 829 
992 108 519 798 245 858 
899 769 50 413 660 294 
754 189 712 692 915 308 
1030 855 666 910 814 269 
780 209 383 253 902 559 
1001 398 855 480 401 754 
557 175 140 827 718 813 
1029 954 796 534 891 33 
593 735 740 99 790 169 
989 221 337 819 653 989 
578 856 915 232 603 236 
642 77 936 331 151 480 
713 257 706 438 43 959 
634 576 575 929 276 615 
947 642 635 438 823 1 
572 86 410 769 951 327 
480 736 315 295 786 101 
688 745 459 811 249 325 
522 789 236 559 201 677 
712 139 298 414 705 83 
471 862 11 516 350 393 
939 813 759 415 500 63 
787 902 658 304 151 905 
746 334 649 668 965 781 
608 62 341 72 844 168 
960 169 987 622 833 538 
785 447 959 169 923 754 
1149 459 963 173 776 880 
838 26 849 501 528 551 
695 378 294 152 855 82 
541 60 474 457 329 791 
467 138 95 427 416 147 
723 697 908 351 653 393 
786 381 48 72 397 733 
656 25 898 364 78 606 
854 365 472 637 320 311 
689 903 310 608 206 739 
915 531 768 375 677 65 
760 453 137 828 255 865 
723 282 648 873 145 687 
822 386 289 475 535 848 
699 466 723 538 709 987 
826 103 657 496 839 220 
827 869 33 756 108 571 
836 117 14 625 755 381 
1012 435 943 987 930 516 
557 402 7 687 974 235 
623 724 460 42 505 891 
998 975 720 597 828 108 
604 144 131 599 739 972 
721 746 409 747 481 894 
